date,home_team
7/4/2004,ARI
7/4/2004,ATL
7/4/2004,CHN
7/4/2004,CIN
7/4/2004,COL
7/4/2004,ANA
7/4/2004,HOU
7/4/2004,NYN
7/4/2004,PHI
7/4/2004,PIT
7/4/2004,SDN
7/4/2004,SFN
7/4/2004,SLN
7/4/2004,ANA
7/5/2004,ANA
7/5/2004,LAN
7/5/2004,MIL
7/5/2004,PHI
7/5/2004,SDN
7/5/2004,SFN
7/5/2004,SLN
7/5/2004,BAL
7/5/2004,BAL
7/5/2004,CLE
7/5/2004,MIN
7/5/2004,NYA
9/6/2004,ATL
9/6/2004,CHN
9/6/2004,HOU
9/6/2004,PIT
9/6/2004,SDN
9/6/2004,BAL
9/6/2004,DET
9/6/2004,NYA
9/6/2004,OAK
9/6/2004,SEA
9/6/2004,TEX
4/3/2005,NYA
4/4/2005,BAL
4/4/2005,CHA
4/4/2005,DET
4/4/2005,SEA
4/4/2005,TBA
4/4/2005,ARI
4/4/2005,CIN
4/4/2005,COL
4/4/2005,PHI
4/4/2005,PIT
4/5/2005,ANA
4/5/2005,ANA
4/5/2005,HOU
4/5/2005,SFN
4/7/2005,SDN
4/8/2005,MIN
4/8/2005,TOR
4/8/2005,ATL
4/8/2005,CHN
4/8/2005,SLN
4/11/2005,BOS
4/11/2005,CLE
4/11/2005,KCA
4/11/2005,OAK
4/11/2005,TEX
4/11/2005,MIL
4/11/2005,NYN
4/12/2005,LAN
4/14/2005,WAS
5/30/2005,BOS
5/30/2005,CHA
5/30/2005,OAK
5/30/2005,SEA
5/30/2005,COL
5/30/2005,HOU
5/30/2005,LAN
5/30/2005,PIT
5/30/2005,SDN
5/30/2005,WAS
7/4/2005,ANA
7/4/2005,CHA
7/4/2005,CLE
7/4/2005,CLE
7/4/2005,KCA
7/4/2005,NYA
7/4/2005,TEX
7/4/2005,ARI
7/4/2005,ATL
7/4/2005,COL
7/4/2005,ANA
7/4/2005,HOU
7/4/2005,PIT
7/4/2005,SFN
7/4/2005,WAS
9/5/2005,BAL
9/5/2005,BOS
9/5/2005,DET
9/5/2005,MIN
9/5/2005,OAK
9/5/2005,ATL
9/5/2005,CIN
9/5/2005,LAN
9/5/2005,PHI
9/5/2005,SLN
9/5/2005,WAS
4/2/2006,CHA
4/3/2006,BAL
4/3/2006,KCA
4/3/2006,OAK
4/3/2006,SEA
4/3/2006,TEX
4/3/2006,CIN
4/3/2006,COL
4/3/2006,HOU
4/3/2006,LAN
4/3/2006,MIL
4/3/2006,NYN
4/3/2006,PHI
4/3/2006,SDN
4/4/2006,TOR
4/6/2006,SFN
4/7/2006,ANA
4/7/2006,CLE
4/7/2006,CHN
4/10/2006,DET
4/10/2006,TBA
4/10/2006,ATL
4/10/2006,PIT
4/10/2006,SLN
4/11/2006,BOS
4/11/2006,MIN
4/11/2006,NYA
4/11/2006,ARI
4/11/2006,ANA
4/11/2006,WAS
5/29/2006,ANA
5/29/2006,CLE
5/29/2006,DET
5/29/2006,OAK
5/29/2006,TEX
5/29/2006,ATL
5/29/2006,CHN
5/29/2006,ANA
5/29/2006,NYN
5/29/2006,PHI
5/29/2006,PIT
5/29/2006,SDN
5/29/2006,SLN
7/1/2006,TOR
7/4/2006,CHA
7/4/2006,CLE
7/4/2006,KCA
7/4/2006,OAK
7/4/2006,SEA
7/4/2006,TBA
7/4/2006,TEX
7/4/2006,ATL
7/4/2006,COL
7/4/2006,HOU
7/4/2006,LAN
7/4/2006,MIL
7/4/2006,NYN
7/4/2006,PHI
7/4/2006,WAS
9/4/2006,ANA
9/4/2006,BOS
9/4/2006,DET
9/4/2006,KCA
9/4/2006,OAK
9/4/2006,TBA
9/4/2006,TOR
9/4/2006,CHN
9/4/2006,CIN
9/4/2006,ANA
9/4/2006,MIL
9/4/2006,NYN
9/4/2006,PHI
9/4/2006,SDN
9/4/2006,WAS
4/1/2007,SLN
4/2/2007,CIN
4/2/2007,COL
4/2/2007,HOU
4/2/2007,MIL
4/2/2007,PHI
4/2/2007,WAS
4/2/2007,ANA
4/2/2007,CHA
4/2/2007,DET
4/2/2007,KCA
4/2/2007,MIN
4/2/2007,NYA
4/2/2007,SEA
4/3/2007,SFN
4/6/2007,ATL
4/6/2007,ANA
4/6/2007,SDN
4/6/2007,TBA
4/6/2007,TEX
4/9/2007,ARI
4/9/2007,CHN
4/9/2007,LAN
4/9/2007,NYN
4/9/2007,PIT
4/9/2007,BAL
4/9/2007,OAK
4/9/2007,TOR
4/10/2007,BOS
4/10/2007,CLE
5/28/2007,CHN
5/28/2007,CIN
5/28/2007,COL
5/28/2007,MIL
5/28/2007,PHI
5/28/2007,ANA
5/28/2007,BOS
5/28/2007,KCA
5/28/2007,MIN
5/28/2007,OAK
5/28/2007,TBA
7/4/2007,CIN
7/4/2007,COL
7/4/2007,HOU
7/4/2007,LAN
7/4/2007,PIT
7/4/2007,SDN
7/4/2007,SLN
7/4/2007,WAS
7/4/2007,BOS
7/4/2007,CHA
7/4/2007,DET
7/4/2007,KCA
7/4/2007,NYA
7/4/2007,OAK
7/4/2007,TEX
9/3/2007,ARI
9/3/2007,ATL
9/3/2007,CHN
9/3/2007,CIN
9/3/2007,COL
9/3/2007,MIL
9/3/2007,SLN
9/3/2007,WAS
9/3/2007,ANA
9/3/2007,BOS
9/3/2007,MIN
9/3/2007,NYA
9/3/2007,TBA
9/3/2007,TEX
3/25/2008,OAK
3/30/2008,WAS
3/31/2008,ATL
3/31/2008,CHN
3/31/2008,CIN
3/31/2008,ANA
3/31/2008,LAN
3/31/2008,PHI
3/31/2008,SDN
3/31/2008,BAL
3/31/2008,CLE
3/31/2008,DET
3/31/2008,MIN
3/31/2008,SEA
4/1/2008,SLN
4/1/2008,NYA
4/4/2008,COL
4/4/2008,MIL
4/4/2008,ANA
4/4/2008,TOR
4/7/2008,ARI
4/7/2008,HOU
4/7/2008,PIT
4/7/2008,SFN
4/7/2008,CHA
4/8/2008,NYN
4/8/2008,BOS
4/8/2008,KCA
4/8/2008,TBA
4/8/2008,TEX
5/26/2008,ATL
5/26/2008,CHN
5/26/2008,NYN
5/26/2008,PHI
5/26/2008,WAS
5/26/2008,ANA
5/26/2008,BAL
5/26/2008,CLE
5/26/2008,SEA
5/26/2008,TBA
7/4/2008,ARI
7/4/2008,ATL
7/4/2008,CIN
7/4/2008,COL
7/4/2008,MIL
7/4/2008,PHI
7/4/2008,SFN
7/4/2008,SLN
7/4/2008,ANA
7/4/2008,BAL
7/4/2008,CHA
7/4/2008,MIN
7/4/2008,NYA
7/4/2008,SEA
7/4/2008,TBA
9/1/2008,ARI
9/1/2008,CHN
9/1/2008,COL
9/1/2008,ANA
9/1/2008,LAN
9/1/2008,MIL
9/1/2008,WAS
9/1/2008,BOS
9/1/2008,CLE
9/1/2008,DET
9/1/2008,TEX
4/5/2009,PHI
4/6/2009,ARI
4/6/2009,CIN
4/6/2009,ANA
4/6/2009,HOU
4/6/2009,SDN
4/6/2009,SLN
4/6/2009,ANA
4/6/2009,BAL
4/6/2009,MIN
4/6/2009,TEX
4/6/2009,TOR
4/7/2009,SFN
4/7/2009,BOS
4/7/2009,CHA
4/10/2009,ATL
4/10/2009,COL
4/10/2009,MIL
4/10/2009,CLE
4/10/2009,DET
4/10/2009,KCA
4/10/2009,OAK
4/13/2009,CHN
4/13/2009,LAN
4/13/2009,NYN
4/13/2009,PIT
4/13/2009,WAS
4/13/2009,TBA
4/14/2009,SEA
4/16/2009,NYA
5/25/2009,ARI
5/25/2009,CHN
5/25/2009,CIN
5/25/2009,COL
5/25/2009,MIL
5/25/2009,NYN
5/25/2009,PHI
5/25/2009,SFN
5/25/2009,ANA
5/25/2009,BAL
5/25/2009,CLE
5/25/2009,KCA
5/25/2009,MIN
5/25/2009,OAK
5/25/2009,TEX
7/1/2009,TOR
7/3/2009,CHN
7/3/2009,CIN
7/3/2009,COL
7/3/2009,ANA
7/3/2009,PHI
7/3/2009,SDN
7/3/2009,SFN
7/3/2009,WAS
7/3/2009,ANA
7/3/2009,BOS
7/3/2009,CLE
7/3/2009,KCA
7/3/2009,MIN
7/3/2009,NYA
7/3/2009,TEX
7/4/2009,CHN
7/4/2009,CIN
7/4/2009,COL
7/4/2009,ANA
7/4/2009,PHI
7/4/2009,SDN
7/4/2009,SFN
7/4/2009,WAS
7/4/2009,ANA
7/4/2009,BOS
7/4/2009,CLE
7/4/2009,KCA
7/4/2009,MIN
7/4/2009,NYA
7/4/2009,TEX
9/7/2009,ARI
9/7/2009,COL
9/7/2009,HOU
9/7/2009,MIL
9/7/2009,PIT
9/7/2009,SFN
9/7/2009,CHA
9/7/2009,KCA
9/7/2009,NYA
9/7/2009,NYA
9/7/2009,TOR
4/4/2010,BOS
4/5/2010,ANA
4/5/2010,CHA
4/5/2010,KCA
4/5/2010,OAK
4/5/2010,TEX
4/5/2010,ARI
4/5/2010,ATL
4/5/2010,CIN
4/5/2010,HOU
4/5/2010,MIL
4/5/2010,NYN
4/5/2010,PIT
4/5/2010,WAS
4/6/2010,TBA
4/9/2010,BAL
4/9/2010,DET
4/9/2010,COL
4/9/2010,ANA
4/9/2010,SFN
4/12/2010,CLE
4/12/2010,MIN
4/12/2010,SEA
4/12/2010,TOR
4/12/2010,CHN
4/12/2010,PHI
4/12/2010,SDN
4/12/2010,SLN
4/13/2010,NYA
4/13/2010,LAN
5/31/2010,DET
5/31/2010,KCA
5/31/2010,NYA
5/31/2010,SEA
5/31/2010,ATL
5/31/2010,ANA
5/31/2010,HOU
5/31/2010,LAN
5/31/2010,PIT
5/31/2010,SDN
5/31/2010,SFN
5/31/2010,SLN
7/4/2010,ANA
7/4/2010,BOS
7/4/2010,CLE
7/4/2010,DET
7/4/2010,MIN
7/4/2010,NYA
7/4/2010,TEX
7/4/2010,ARI
7/4/2010,ATL
7/4/2010,CHN
7/4/2010,COL
7/4/2010,PIT
7/4/2010,SDN
7/4/2010,SLN
7/4/2010,WAS
7/5/2010,CHA
7/5/2010,DET
7/5/2010,OAK
7/5/2010,SEA
7/5/2010,TBA
7/5/2010,TEX
7/5/2010,ARI
7/5/2010,LAN
7/5/2010,MIL
7/5/2010,NYN
7/5/2010,PHI
9/6/2010,ANA
9/6/2010,BOS
9/6/2010,DET
9/6/2010,MIN
9/6/2010,NYA
9/6/2010,OAK
9/6/2010,TOR
9/6/2010,ARI
9/6/2010,CHN
9/6/2010,COL
9/6/2010,MIL
9/6/2010,PHI
9/6/2010,PHI
9/6/2010,PIT
9/6/2010,SDN
9/6/2010,WAS
3/31/2011,CIN
3/31/2011,LAN
3/31/2011,SLN
3/31/2011,WAS
3/31/2011,KCA
3/31/2011,NYA
4/1/2011,CHN
4/1/2011,COL
4/1/2011,ANA
4/1/2011,PHI
4/1/2011,CLE
4/1/2011,OAK
4/1/2011,TBA
4/1/2011,TEX
4/1/2011,TOR
4/4/2011,MIL
4/4/2011,BAL
4/5/2011,SDN
4/7/2011,PIT
4/7/2011,CHA
4/8/2011,ARI
4/8/2011,ATL
4/8/2011,HOU
4/8/2011,NYN
4/8/2011,SFN
4/8/2011,ANA
4/8/2011,BOS
4/8/2011,DET
4/8/2011,MIN
4/8/2011,SEA
5/30/2011,ARI
5/30/2011,ATL
5/30/2011,CHN
5/30/2011,CIN
5/30/2011,LAN
5/30/2011,NYN
5/30/2011,SLN
5/30/2011,WAS
5/30/2011,BOS
5/30/2011,DET
5/30/2011,KCA
5/30/2011,OAK
5/30/2011,SEA
5/30/2011,TBA
7/1/2011,TOR
7/4/2011,ATL
7/4/2011,ANA
7/4/2011,LAN
7/4/2011,MIL
7/4/2011,PIT
7/4/2011,SFN
7/4/2011,SLN
7/4/2011,WAS
7/4/2011,ANA
7/4/2011,BOS
7/4/2011,CHA
7/4/2011,CLE
7/4/2011,MIN
7/4/2011,OAK
7/4/2011,TEX
9/5/2011,CHN
9/5/2011,COL
9/5/2011,ANA
9/5/2011,PHI
9/5/2011,PIT
9/5/2011,SDN
9/5/2011,SLN
9/5/2011,WAS
9/5/2011,ANA
9/5/2011,CLE
9/5/2011,MIN
9/5/2011,MIN
9/5/2011,NYA
9/5/2011,OAK
9/5/2011,TBA
9/5/2011,TOR
3/28/2012,OAK
4/4/2012,MIA
4/5/2012,CLE
4/5/2012,DET
4/5/2012,CHN
4/5/2012,CIN
4/5/2012,NYN
4/5/2012,PIT
4/5/2012,SDN
4/6/2012,ANA
4/6/2012,BAL
4/6/2012,TBA
4/6/2012,TEX
4/6/2012,ARI
4/6/2012,HOU
4/6/2012,MIL
4/9/2012,MIN
4/9/2012,TOR
4/9/2012,COL
4/9/2012,PHI
4/10/2012,LAN
4/12/2012,WAS
4/13/2012,BOS
4/13/2012,CHA
4/13/2012,KCA
4/13/2012,NYA
4/13/2012,SEA
4/13/2012,ATL
4/13/2012,SFN
4/13/2012,SLN
5/28/2012,ANA
5/28/2012,BOS
5/28/2012,CLE
5/28/2012,MIN
5/28/2012,TBA
5/28/2012,TEX
5/28/2012,ATL
5/28/2012,CHN
5/28/2012,COL
5/28/2012,COL
5/28/2012,LAN
5/28/2012,MIA
5/28/2012,NYN
5/28/2012,PIT
5/28/2012,SFN
7/1/2012,TOR
7/4/2012,CHA
7/4/2012,CLE
7/4/2012,DET
7/4/2012,OAK
7/4/2012,SEA
7/4/2012,TBA
7/4/2012,ARI
7/4/2012,ATL
7/4/2012,LAN
7/4/2012,MIL
7/4/2012,NYN
7/4/2012,PIT
7/4/2012,SLN
7/4/2012,WAS
9/3/2012,CHA
9/3/2012,DET
9/3/2012,KCA
9/3/2012,OAK
9/3/2012,SEA
9/3/2012,TBA
9/3/2012,TOR
9/3/2012,ATL
9/3/2012,CIN
9/3/2012,LAN
9/3/2012,MIA
9/3/2012,PIT
9/3/2012,SFN
9/3/2012,SLN
9/3/2012,WAS
3/31/2013,HOU
4/1/2013,CHA
4/1/2013,MIN
4/1/2013,NYA
4/1/2013,OAK
4/1/2013,ARI
4/1/2013,ATL
4/1/2013,CIN
4/1/2013,LAN
4/1/2013,MIL
4/1/2013,NYN
4/1/2013,PIT
4/1/2013,WAS
4/2/2013,TBA
4/2/2013,TOR
4/5/2013,BAL
4/5/2013,DET
4/5/2013,TEX
4/5/2013,COL
4/5/2013,PHI
4/5/2013,SFN
4/8/2013,BOS
4/8/2013,CLE
4/8/2013,KCA
4/8/2013,SEA
4/8/2013,CHN
4/8/2013,MIA
4/8/2013,SLN
4/9/2013,ANA
4/9/2013,SDN
5/27/2013,BOS
5/27/2013,CHA
5/27/2013,DET
5/27/2013,HOU
5/27/2013,KCA
5/27/2013,OAK
5/27/2013,SEA
5/27/2013,TBA
5/27/2013,ARI
5/27/2013,ARI
5/27/2013,CIN
5/27/2013,LAN
5/27/2013,MIL
5/27/2013,NYN
5/27/2013,WAS
7/1/2013,TOR
7/4/2013,ANA
7/4/2013,BOS
7/4/2013,CHA
7/4/2013,HOU
7/4/2013,KCA
7/4/2013,MIN
7/4/2013,OAK
7/4/2013,TEX
7/4/2013,ATL
7/4/2013,COL
7/4/2013,NYN
7/4/2013,PIT
7/4/2013,WAS
9/2/2013,ANA
9/2/2013,BOS
9/2/2013,CLE
9/2/2013,HOU
9/2/2013,KCA
9/2/2013,NYA
9/2/2013,OAK
9/2/2013,ARI
9/2/2013,ATL
9/2/2013,CHN
9/2/2013,CIN
9/2/2013,COL
9/2/2013,MIL
9/2/2013,PHI
9/2/2013,SDN
3/22/2014,ARI
3/30/2014,SDN
3/31/2014,ANA
3/31/2014,BAL
3/31/2014,CHA
3/31/2014,DET
3/31/2014,OAK
3/31/2014,TBA
3/31/2014,TEX
3/31/2014,CIN
3/31/2014,MIA
3/31/2014,MIL
3/31/2014,NYN
3/31/2014,PIT
4/1/2014,HOU
4/4/2014,BOS
4/4/2014,CLE
4/4/2014,KCA
4/4/2014,TOR
4/4/2014,CHN
4/4/2014,COL
4/4/2014,LAN
4/4/2014,WAS
4/7/2014,MIN
4/7/2014,NYA
4/7/2014,SLN
4/8/2014,SEA
4/8/2014,ATL
4/8/2014,PHI
4/8/2014,SFN
5/26/2014,CHA
5/26/2014,KCA
5/26/2014,MIN
5/26/2014,OAK
5/26/2014,SEA
5/26/2014,ARI
5/26/2014,ATL
5/26/2014,LAN
5/26/2014,MIL
5/26/2014,NYN
5/26/2014,PHI
5/26/2014,SFN
5/26/2014,SLN
5/26/2014,WAS
7/1/2014,TOR
7/4/2014,ANA
7/4/2014,CHA
7/4/2014,CLE
7/4/2014,DET
7/4/2014,MIN
7/4/2014,OAK
7/4/2014,ATL
7/4/2014,CIN
7/4/2014,COL
7/4/2014,NYN
7/4/2014,PIT
7/4/2014,SDN
7/4/2014,SLN
7/4/2014,WAS
9/1/2014,BAL
9/1/2014,CLE
9/1/2014,KCA
9/1/2014,OAK
9/1/2014,TBA
9/1/2014,ATL
9/1/2014,CHN
9/1/2014,COL
9/1/2014,LAN
9/1/2014,MIA
9/1/2014,SDN
9/1/2014,SLN
4/5/2015,CHN
4/6/2015,DET
4/6/2015,HOU
4/6/2015,KCA
4/6/2015,NYA
4/6/2015,OAK
4/6/2015,SEA
4/6/2015,TBA
4/6/2015,ARI
4/6/2015,CIN
4/6/2015,LAN
4/6/2015,MIA
4/6/2015,MIL
4/6/2015,PHI
4/6/2015,WAS
4/9/2015,SDN
4/10/2015,ANA
4/10/2015,BAL
4/10/2015,CHA
4/10/2015,CLE
4/10/2015,TEX
4/10/2015,ATL
4/10/2015,COL
4/13/2015,BOS
4/13/2015,MIN
4/13/2015,TOR
4/13/2015,NYN
4/13/2015,PIT
4/13/2015,SFN
4/13/2015,SLN
5/25/2015,ANA
5/25/2015,BAL
5/25/2015,CLE
5/25/2015,MIN
5/25/2015,NYA
5/25/2015,OAK
5/25/2015,TBA
5/25/2015,CHN
5/25/2015,CIN
5/25/2015,LAN
5/25/2015,MIL
5/25/2015,NYN
5/25/2015,PIT
5/25/2015,SLN
7/1/2015,TOR
7/3/2015,BOS
7/3/2015,CHA
7/3/2015,DET
7/3/2015,KCA
7/3/2015,NYA
7/3/2015,OAK
7/3/2015,TEX
7/3/2015,ARI
7/3/2015,ATL
7/3/2015,CHN
7/3/2015,CIN
7/3/2015,LAN
7/3/2015,PIT
7/3/2015,SLN
7/3/2015,WAS
7/4/2015,BOS
7/4/2015,CHA
7/4/2015,DET
7/4/2015,KCA
7/4/2015,NYA
7/4/2015,OAK
7/4/2015,TEX
7/4/2015,ARI
7/4/2015,ATL
7/4/2015,CHN
7/4/2015,CIN
7/4/2015,LAN
7/4/2015,PIT
7/4/2015,SLN
7/4/2015,WAS
9/7/2015,ANA
9/7/2015,BOS
9/7/2015,CHA
9/7/2015,DET
9/7/2015,KCA
9/7/2015,NYA
9/7/2015,OAK
9/7/2015,SEA
9/7/2015,ARI
9/7/2015,CIN
9/7/2015,MIA
9/7/2015,PHI
9/7/2015,SDN
9/7/2015,SLN
9/7/2015,WAS
4/3/2016,KCA
4/3/2016,TBA
4/3/2016,PIT
4/4/2016,ANA
4/4/2016,BAL
4/4/2016,OAK
4/4/2016,TEX
4/4/2016,ARI
4/4/2016,ATL
4/4/2016,CIN
4/4/2016,MIL
4/4/2016,SDN
4/5/2016,CLE
4/5/2016,NYA
4/5/2016,MIA
4/7/2016,SFN
4/7/2016,WAS
4/8/2016,CHA
4/8/2016,DET
4/8/2016,SEA
4/8/2016,TOR
4/8/2016,COL
4/8/2016,NYN
4/11/2016,BOS
4/11/2016,HOU
4/11/2016,MIN
4/11/2016,CHN
4/11/2016,PHI
4/11/2016,SLN
4/12/2016,LAN
5/30/2016,ANA
5/30/2016,BAL
5/30/2016,CLE
5/30/2016,KCA
5/30/2016,OAK
5/30/2016,SEA
5/30/2016,ARI
5/30/2016,ATL
5/30/2016,CHN
5/30/2016,COL
5/30/2016,MIA
5/30/2016,MIL
5/30/2016,NYN
5/30/2016,PHI
7/1/2016,TOR
7/4/2016,BOS
7/4/2016,CHA
7/4/2016,CLE
7/4/2016,HOU
7/4/2016,MIN
7/4/2016,TBA
7/4/2016,ARI
7/4/2016,CHN
7/4/2016,LAN
7/4/2016,NYN
7/4/2016,PHI
7/4/2016,SFN
7/4/2016,SLN
7/4/2016,WAS
9/5/2016,CHA
9/5/2016,CLE
9/5/2016,MIN
9/5/2016,NYA
9/5/2016,OAK
9/5/2016,SEA
9/5/2016,TBA
9/5/2016,CIN
9/5/2016,COL
9/5/2016,LAN
9/5/2016,MIA
9/5/2016,MIL
9/5/2016,PIT
9/5/2016,SDN
9/5/2016,WAS
4/2/2017,ARI
4/2/2017,SLN
4/2/2017,TBA
4/3/2017,CIN
4/3/2017,LAN
4/3/2017,MIL
4/3/2017,NYN
4/3/2017,WAS
4/3/2017,BAL
4/3/2017,BOS
4/3/2017,HOU
4/3/2017,MIN
4/3/2017,OAK
4/3/2017,TEX
4/4/2017,CHA
4/7/2017,COL
4/7/2017,PHI
4/7/2017,PIT
4/7/2017,SDN
4/7/2017,ANA
4/7/2017,DET
4/10/2017,CHN
4/10/2017,SFN
4/10/2017,KCA
4/10/2017,NYA
4/10/2017,SEA
4/11/2017,MIA
4/11/2017,CLE
4/11/2017,TOR
4/14/2017,ATL
5/29/2017,COL
5/29/2017,MIA
5/29/2017,NYN
5/29/2017,PIT
5/29/2017,SDN
5/29/2017,SFN
5/29/2017,SLN
5/29/2017,ANA
5/29/2017,BAL
5/29/2017,CHA
5/29/2017,CLE
5/29/2017,KCA
5/29/2017,MIN
5/29/2017,TEX
7/1/2017,TOR
7/4/2017,ATL
7/4/2017,CHN
7/4/2017,COL
7/4/2017,LAN
7/4/2017,MIL
7/4/2017,PHI
7/4/2017,SLN
7/4/2017,WAS
7/4/2017,CLE
7/4/2017,DET
7/4/2017,MIN
7/4/2017,NYA
7/4/2017,OAK
7/4/2017,SEA
7/4/2017,TEX
9/4/2017,ATL
9/4/2017,CIN
9/4/2017,COL
9/4/2017,LAN
9/4/2017,MIA
9/4/2017,NYN
9/4/2017,PIT
9/4/2017,SDN
9/4/2017,BAL
9/4/2017,BOS
9/4/2017,CHA
9/4/2017,DET
9/4/2017,OAK
9/4/2017,SEA
9/4/2017,TBA
